Center X,Center Y,Orientation,Right,Left
68.96557034,31.27258324,245.692,0,1
69.1929075,31.03226706,232.125,0,1
69.35862476,31.18634454,222.72,0,1
72.79849277,34.32501662,225.345,0,1
72.63630264,33.88956673,246.838,0,1
71.33754004,31.06188121,243.969,0,1
71.96285464,32.4447778,245.832,0,1
73.50375485,35.16936046,234.305,0,1
70.98011374,32.08208974,226.232,0,1
69.59737024,30.46841203,222.656,0,1
69.66564178,30.49828535,222.598,0,1
69.65318954,30.50362306,222.557,0,1
69.6383457,30.51555817,222.599,0,1
69.62135617,30.50441745,222.629,0,1
69.59423608,30.52385645,221.476,0,1
69.64817007,30.55096086,212.768,0,1
72.52049319,32.32695767,209.792,0,1
74.31479468,33.56679092,222.455,0,1
72.53673776,31.8584111,222.8,0,1
73.69388235,32.59990282,207.24,0,1
72.24582065,32.25215985,192.039,0,1
70.85192197,32.03697598,182.558,0,1
69.62128384,31.85887038,192.396,0,1
69.56498236,31.79594618,181.282,0,1
70.46741656,31.91050438,193.279,0,1
70.56219342,32.00225677,208.506,0,1
69.07652185,31.23194168,211.475,0,1
69.04867609,31.2792831,226.419,0,1
69.02422726,31.19716582,221.628,0,1
69.01238739,31.20251437,220.314,0,1
69.02193933,31.21422406,220.322,0,1
69.92719669,32.23233994,229.809,0,1
70.31042191,32.64421977,231.127,0,1
71.4966153,34.15147362,233.113,0,1
74.42405856,38.24141003,235.41,0,1
74.48684775,38.37972995,239.015,0,1
74.79103922,38.83259731,239.805,0,1
75.49456787,39.96131752,226.596,0,1
75.50631613,40.17839514,239.771,0,1
76.61344443,42.76288347,252.175,0,1
77.2840524,44.9731416,252.307,0,1
77.66262219,45.82662271,237.177,0,1
78.6994321,47.3469267,235.148,0,1
79.81691998,48.9036785,231.869,0,1
79.89542093,49.0681445,229.622,0,1
81.48418692,50.80944501,226.247,0,1
84.74213651,54.16472699,220.269,0,1
86.65299481,55.74281516,213.966,0,1
89.01704956,57.40533746,216.802,0,1
89.63972906,57.62634604,229.952,0,1
87.90876886,55.07660947,234.293,0,1
88.14213806,55.30115723,231.257,0,1
89.10257343,56.62014236,241.298,0,1
88.18653699,54.02379849,248.071,0,1
87.08946692,50.9351608,241.395,0,1
86.64419507,50.14458459,243.814,0,1
85.43370233,46.62643503,257.234,0,1
85.03416022,43.01032021,262.744,0,1
84.7919527,39.93984494,253.22,0,1
85.00642535,40.64401369,234.501,0,1
84.41497168,39.98160876,223.521,0,1
85.67184991,41.06124449,215.692,0,1
87.51304559,42.27459895,211.159,0,1
86.81571051,41.88321649,205.562,0,1
85.21186682,41.26574812,200.125,0,1
88.12590314,42.69010597,216.83,0,1
89.15723309,44.02396509,231.357,0,1
91.72628571,47.57621185,235.134,0,1
91.59577466,47.55303357,239.846,0,1
92.88417285,50.39441534,250.37,0,1
93.8270473,53.86541034,259.44,0,1
94.14770514,57.09099857,265.734,0,1
94.02606616,55.63832724,259.26,0,1
93.79325629,54.81530771,253.911,0,1
94.11432397,55.88210425,249.608,0,1
94.65818671,57.16476212,237.087,0,1
93.87904535,55.94139764,230.145,0,1
93.99022107,56.08986258,222.945,0,1
95.31273334,57.44399847,226.146,0,1
93.72866376,55.93032443,215.892,0,1
93.13749939,55.63354163,202.842,0,1
93.0110965,55.56503381,207.427,0,1
90.08205963,53.73970419,223.159,0,1
89.94374695,53.3774754,245.11,0,1
89.15826495,51.54851981,251.603,0,1
90.01731281,55.31923166,262.077,0,1
90.50178088,60.34181192,271.545,1,0
91.00073358,57.64067154,278.843,1,0
90.75715668,60.8677063,268.168,0,1
90.74225739,61.29244702,265.057,0,1
90.92739435,63.54356369,263.386,0,1
90.88253735,63.12598813,266.314,0,1
90.92725934,63.02280209,276.063,1,0
90.7956875,63.97911966,276.259,1,0
89.96011206,67.47106287,290.332,1,0
90.35865607,66.73105505,295.094,1,0
90.00805017,67.48701813,293.05,1,0
92.30754614,62.44334259,293.403,1,0
94.31234955,56.87822559,286.122,1,0
94.25289703,56.96589514,290.259,1,0
94.52895343,56.63607111,306.26,1,0
95.63609137,54.39985614,286.05,1,0
96.56690173,49.34820056,273.15,1,0
96.78244,49.39850375,259.67,0,1
97.42133997,53.27173624,260.463,0,1
96.79991412,51.55999564,247.183,0,1
97.0531153,52.02794672,239.749,0,1
98.72654688,55.42571338,246.449,0,1
97.42223199,52.68186893,240.485,0,1
97.14673492,52.17984476,237.71,0,1
97.00429962,51.73068173,259.413,0,1
96.94273517,50.71648355,276.681,1,0
97.13249139,49.93436957,280.23,1,0
97.24979559,48.40595053,257.829,0,1
97.27533173,49.29687274,266.421,0,1
97.53949762,51.76185934,257.686,0,1
98.47731403,55.14387567,250.626,0,1
100.0553853,59.49839386,246.336,0,1
100.9017712,61.62156949,247.822,0,1
100.9920204,61.8273316,249.977,0,1
100.9149202,61.95083902,265.401,0,1
100.8525939,63.20515448,286.718,1,0
100.9867357,62.92524789,281.393,1,0
100.4845958,66.53689172,274.828,1,0
100.3013828,67.84177557,259.15,0,1
100.4022833,68.11617087,242.48,0,1
100.7170296,68.72830032,242.23,0,1
102.2030628,71.82397299,245.639,0,1
103.3298591,74.75334497,258.79,0,1
103.7932609,77.23821176,258.791,0,1
104.2074226,79.69440585,262.91,0,1
104.0335879,77.95833698,262.816,0,1
103.3618372,74.70950055,249.835,0,1
102.4534288,72.86920895,238.203,0,1
103.0722653,73.73805225,231.951,0,1
105.4211122,76.38871585,226.446,0,1
107.222668,78.29009695,217.553,0,1
107.2426495,78.32147949,205.661,0,1
107.5617306,78.51649387,197.882,0,1
104.311033,77.54785907,195.011,0,1
100.4834675,76.49168732,202.587,0,1
97.61937518,74.75623563,212.971,0,1
94.91636395,72.66345407,210.156,0,1
96.7321778,73.53027463,202.332,0,1
97.88678131,74.03835495,205.127,0,1
99.45492456,74.88829205,209.448,0,1
98.00110565,74.04126971,206.359,0,1
95.36744604,72.82383603,205.528,0,1
94.75621826,72.52882281,197.017,0,1
93.86386157,72.37560361,188.363,0,1
95.90450525,72.74907437,193.404,0,1
94.26137372,72.36108041,195.459,0,1
93.48039044,72.05182608,194.836,0,1
94.77264124,72.38275189,192.348,0,1
95.80091418,72.78893118,198.394,0,1
100.2893813,74.22834744,198.119,0,1
101.6483655,74.74184503,198.567,0,1
105.0191544,75.76288049,198.743,0,1
106.5419633,76.60030026,212.264,0,1
109.4435305,78.54950858,206.131,0,1
109.7767587,78.6278721,183.56,0,1
112.2716716,78.67695056,182.682,0,1
114.0261718,79.07656982,193.214,0,1
118.4438215,80.21780255,193.75,0,1
118.5457972,80.22589349,190.552,0,1
120.0085943,80.44291205,184.965,0,1
119.3460001,80.3691702,188.44,0,1
122.5058844,80.99156522,198.989,0,1
121.8537535,80.75558743,219.812,0,1
123.6351784,82.33556815,215.64,0,1
120.77436,80.6504317,200.265,0,1
119.3093305,80.34481299,192.054,0,1
117.6602971,79.75620898,207.346,0,1
117.6533152,79.76231818,233.432,0,1
117.7943618,80.02918185,254.489,0,1
119.0686177,84.49800269,251.992,0,1
118.6162241,83.19341537,249.72,0,1
116.535984,77.32192987,245.768,0,1
116.4760156,77.22850311,235.036,0,1
116.4703403,77.16362128,250.863,0,1
115.3973213,74.96970053,240.787,0,1
116.74969,77.90761429,249.066,0,1
117.5396755,80.07140616,250.278,0,1
116.6969832,77.98552216,244.896,0,1
117.7183176,80.82907373,253.161,0,1
117.986987,81.6867088,232.006,0,1
117.9533744,81.62024783,245.798,0,1
116.9881848,77.94818954,260.427,0,1
116.5537812,75.7269028,255.732,0,1
116.719983,77.45457697,269.928,0,1
116.8194274,78.92770709,259.094,0,1
116.3956992,75.52477631,264.536,0,1
116.7072343,75.86804346,247.923,0,1
116.4424608,75.4020018,243.64,0,1
117.7576343,78.85053214,249.686,0,1
117.1984673,76.40603326,254.328,0,1
117.071317,76.5245188,260.758,0,1
117.3100384,78.48185422,264.704,0,1
117.5044332,80.87333524,263.366,0,1
117.5881344,83.95691489,273.644,1,0
118.6918441,85.41212488,285.068,1,0
119.0156312,83.34686603,291.863,1,0
117.7993331,86.08845148,296.138,1,0
116.2351485,88.78467847,302.906,1,0
117.5782498,87.17558386,304.988,1,0
119.1979957,85.29028339,295.473,1,0
118.2891196,87.17765482,291.975,1,0
117.3511055,89.45173279,290.782,1,0
116.8203773,89.34662286,285.111,1,0
116.6329355,88.92965002,281.446,1,0
118.059926,83.15960507,282.579,1,0
118.8736154,79.59119571,283.434,1,0
118.7569959,80.07782394,279.555,1,0
118.7178768,81.15604086,260.797,0,1
117.6877861,78.74382138,248.605,0,1
115.6399628,73.49531915,240.137,0,1
115.6354351,73.62066608,237.86,0,1
117.9031122,77.17509711,231.395,0,1
118.5477452,77.99342505,232.799,0,1
118.7610558,78.20296744,230.66,0,1
116.2255098,75.76249957,221.969,0,1
113.6068073,73.47666129,231.358,0,1
114.0273531,73.84118042,245.54,0,1
113.5417037,72.50861957,249.584,0,1
115.4326215,77.91659244,257.602,0,1
115.4739972,79.41823615,273.078,1,0
114.849847,83.66499725,281.907,1,0
113.8537546,87.29977356,278.382,1,0
114.0528024,83.62486801,267.413,0,1
113.6037551,79.41338062,260.786,0,1
112.75992,74.95371152,260.088,0,1
112.4604635,72.11150763,269.49,0,1
112.4647549,72.71830179,274.99,1,0
112.3166347,73.88729349,277.512,1,0
113.0523029,71.12362671,287.759,1,0
114.2102335,67.26207016,288.741,1,0
115.5473027,64.07892804,289.692,1,0
116.5247686,60.16344232,273.555,1,0
116.3629352,58.63849979,258.143,0,1
115.1022623,54.57314117,253.453,0,1
115.0987761,54.26385068,280.852,1,0
115.7992309,52.27049658,288.72,1,0
115.8361078,52.09271042,276.786,1,0
115.8251431,54.39096719,263.293,0,1
116.240274,57.35757776,257.69,0,1
116.9478602,60.19453796,253.718,0,1
116.6446283,58.55225507,257.896,0,1
117.3007083,60.99787259,249.975,0,1
117.8480378,62.70483722,253.324,0,1
118.0027687,63.41619403,261.414,0,1
117.2642749,58.05804941,265.28,0,1
117.1413678,58.63362738,277.154,1,0
116.5607535,63.91830017,275.167,1,0
116.9806628,62.38236398,285.939,1,0
118.5279229,56.91115833,284.213,1,0
118.7075727,56.36757526,295.512,1,0
117.4741235,59.46103955,285.29,1,0
118.5214087,56.37512375,289.815,1,0
120.1555717,53.25809784,303.059,1,0
120.0363822,53.58083868,290.722,1,0
120.3767418,51.81057135,275.82,1,0
121.1114216,47.42022253,282.019,1,0
121.4708995,46.34254204,269.193,0,1
121.5490075,44.98635689,281.428,1,0
121.5796017,45.03309558,279.294,1,0
121.7559389,43.71018913,273.87,1,0
121.8059986,43.77770366,263.875,0,1
121.9471658,46.14993132,267.833,0,1
122.0614033,49.07277341,264.563,0,1
121.672662,46.47286263,259.834,0,1
120.7778173,41.81249428,259.014,0,1
120.2773939,38.05324138,267.752,0,1
120.225068,36.1637122,258.358,0,1
120.6455318,37.20437471,245.593,0,1
120.5101218,36.74561273,250.025,0,1
120.9190327,37.49923242,247.216,0,1
121.1547693,38.60273836,233.178,0,1
120.4277707,37.7308694,221.418,0,1
120.3954262,37.70739578,228.568,0,1
118.4147654,34.95681892,232.869,0,1
114.8564722,29.94687654,237.979,0,1
113.9602725,28.18560062,236.799,0,1
113.7056827,27.79165779,240.905,0,1
113.4949999,27.32477835,241.689,0,1
114.9456943,29.99211687,242.07,0,1
115.6917872,31.63449258,245.221,0,1
116.7091147,34.26783034,257.288,0,1
116.5989854,33.43127728,252.009,0,1
116.0823223,32.36628891,249.305,0,1
116.4150972,33.55245096,253.353,0,1
117.160004,35.98505209,253.755,0,1
116.9667134,35.25146448,244.261,0,1
115.5158936,32.99565742,242.421,0,1
114.3156472,29.57512474,248.556,0,1
113.5676207,27.44176913,241.447,0,1
116.1786662,32.05092177,234.899,0,1
116.5186353,32.61195364,219.578,0,1
115.4249694,31.91603255,211.034,0,1
115.8828116,32.17215451,211.651,0,1
112.5404423,30.24354724,208.637,0,1
110.1121615,28.72098064,211.468,0,1
106.818902,26.70027621,216.254,0,1
107.3594474,27.15933232,222.802,0,1
106.3867695,26.04155031,214.035,0,1
109.9920414,28.24718918,205.686,0,1
109.3371669,27.97912729,201.059,0,1
104.7071564,26.29874632,192.464,0,1
106.0836919,26.58733211,191.11,0,1
103.6246433,25.95112149,201.746,0,1
102.2448049,25.06037286,224.126,0,1
102.7408839,25.69288277,238.586,0,1
102.0876825,24.74116277,232.147,0,1
103.4777575,26.60012549,232.785,0,1
101.6136584,24.02006958,230.884,0,1
101.9507971,24.43744865,227.732,0,1
102.6894933,25.39344196,233.047,0,1
103.1277399,26.00578839,237.411,0,1
101.9216301,24.32417184,225.571,0,1
104.8124978,27.03933395,218.136,0,1
104.7758957,27.09828139,211.247,0,1
106.9277874,28.76307596,219.419,0,1
105.3073665,27.85798737,208.647,0,1
105.6654847,28.09014389,227.939,0,1
104.6163431,27.26823457,215.893,0,1
106.8984276,29.3342637,224.156,0,1
107.1311073,29.63045464,202.999,0,1
109.7282853,30.67817984,200.989,0,1
106.8457979,29.37055602,206.82,0,1
107.7465252,30.21246486,224.594,0,1
107.9002628,30.25087755,241.44,0,1
109.6049346,32.80517914,229.807,0,1
107.0391656,29.66571991,231.249,0,1
106.0682285,28.24059901,245.338,0,1
107.3754702,31.09617369,245.115,0,1
106.6305634,29.99526669,236.18,0,1
105.8685924,28.85022838,234.041,0,1
105.25005,27.83556369,245.007,0,1
105.1356147,27.63952107,253.476,0,1
105.2920959,27.72544153,226.86,0,1
103.713147,26.21242686,220.525,0,1
103.4405912,25.98742345,232.691,0,1
104.5888831,28.03452348,245.165,0,1
105.0688283,29.92233128,267.978,0,1
105.1761659,30.1653344,257.258,0,1
105.2031823,30.56688237,262.195,0,1
105.4855167,31.48094429,244.674,0,1
104.6257407,30.14711893,235.137,0,1
104.2282672,29.70983676,243.443,0,1
104.298236,29.83266551,253.549,0,1
104.5834586,30.86418834,256.538,0,1
104.8695057,33.17283725,267.393,0,1
105.0255239,31.63702763,271.58,1,0
105.3411334,29.71537096,255.827,0,1
105.9787604,31.63362225,248.73,0,1
105.7863088,31.50540034,236.486,0,1
103.9778674,29.28799393,224.145,0,1
102.4608013,28.13141348,206.269,0,1
100.9451334,27.48611984,208.441,0,1
101.5244651,27.6814621,206.837,0,1
105.0813601,29.55333633,210.654,0,1
106.6150903,30.71119576,220.549,0,1
107.690231,31.82254431,228.961,0,1
108.690528,33.1432014,238.429,0,1
108.2655076,32.36894933,255.835,0,1
108.1545054,31.31768614,262.553,0,1
108.0883362,30.84752066,257.477,0,1
107.9509637,30.37648123,257.987,0,1
108.321498,32.71648737,263.041,0,1
108.5067122,34.57142511,276.412,1,0
108.4600518,34.30483266,289.754,1,0
108.6998581,33.95986824,294.235,1,0
110.2710632,30.5908466,296.161,1,0
108.9552098,33.0651754,293.571,1,0
110.4920067,28.64463985,286.363,1,0
111.9564142,23.75709346,288.183,1,0
112.4134753,22.68598384,288.425,1,0
111.7572266,25.08258318,280.965,1,0
111.2788484,27.50208716,284.295,1,0
111.5459025,26.79746275,286.69,1,0
112.1607852,24.06484822,283.756,1,0
112.6694249,22.44401078,290.485,1,0
112.2007963,23.71387165,288.909,1,0
111.5641626,26.13768932,278.557,1,0
111.4084481,28.24669977,269.241,0,1
111.5211909,28.97962077,257.858,0,1
111.0969999,27.87226826,252.217,0,1
110.3013488,24.20031606,260.653,0,1
109.7509814,19.8715341,256.689,0,1
110.4173029,21.4250523,242.114,0,1
112.6321091,24.9258513,232.686,0,1
112.9539821,25.30815134,230.271,0,1
114.2211982,26.56421651,222.976,0,1
110.6744579,22.70847562,228.071,0,1
107.3280673,19.23682547,219.054,0,1
107.7736766,19.56551579,208.644,0,1
106.410647,18.85478701,210.442,0,1
106.2721559,18.78035564,226.245,0,1
105.6802152,18.63286712,234.525,0,1
105.6281738,18.6442887,235.098,0,1
105.5104404,18.64328336,242.8,0,1
105.8415712,19.00145583,227.921,0,1
105.1787889,18.49275049,223.039,0,1
106.3127842,19.78347519,232.51,0,1
105.2060995,18.56963795,226.431,0,1
105.1425147,18.59072298,221.058,0,1
103.9296207,18.27891913,238.935,0,1
104.3096202,18.39101942,242.25,0,1
103.9761846,18.34503594,251.396,0,1
104.2392319,18.42352664,252.89,0,1
104.4880742,18.83440596,229.451,0,1
105.1825162,19.81298447,240.833,0,1
105.9287151,21.0680913,234.6,0,1
104.3556199,18.74241549,235.953,0,1
102.7928626,18.0831845,253.084,0,1
103.1849599,18.24037685,269.917,0,1
103.2152744,18.22137061,271.251,1,0
103.242098,18.25116196,271.719,1,0
103.2835652,18.25802155,279.532,1,0
103.1385455,19.15993861,277.651,1,0
102.310087,22.82490286,286.78,1,0
101.6720646,24.59888538,293.345,1,0
101.6004178,24.94626068,282.692,1,0
101.5574991,25.26588847,269.131,0,1
101.7399793,26.30025976,248.049,0,1
102.2917401,27.75820551,249.353,0,1
101.1473057,25.3329407,237.621,0,1
103.2429321,27.50810353,227.973,0,1
105.718775,30.5373092,234.944,0,1
105.5413094,29.91444527,248.038,0,1
106.0531025,30.88761856,242.399,0,1
108.2418182,35.21398721,243.841,0,1
108.3267441,35.40877858,243.521,0,1
107.9874742,34.47168906,232.4,0,1
110.8380222,37.7033708,225.987,0,1
112.2310674,39.01247371,235.109,0,1
111.1141606,37.00233742,244.116,0,1
110.4049639,35.04853033,256.683,0,1
110.171831,35.15699622,267.982,0,1
110.3476234,37.42084599,257.43,0,1
110.2754028,37.6426357,267.758,0,1
110.1739815,39.76325217,273.613,1,0
110.1902405,40.67561803,284.954,1,0
111.7744692,36.8676929,295.645,1,0
114.075513,32.34386885,293.033,1,0
116.0898973,27.06402748,287.68,1,0
117.5493673,22.32929708,284.29,1,0
117.5134113,22.32421071,285.387,1,0
117.5079965,22.33548342,285.463,1,0
117.4427723,22.30728386,290.743,1,0
117.2514875,22.50565298,308.018,1,0
115.4375253,24.42748385,309.688,1,0
114.4830834,25.4238728,292.152,1,0
115.1179089,24.40275476,277.293,1,0
114.8223147,26.04952493,266.991,0,1
114.6384651,23.574814,255.924,0,1
115.1765369,25.15495926,247.605,0,1
116.8374753,29.6896311,252.1,0,1
117.3679286,32.6744487,270.316,1,0
117.1063424,33.55668086,293.759,1,0
116.9722295,34.09451999,305.54,1,0
119.5150372,30.78666742,309.608,1,0
119.4135388,30.96181487,305.064,1,0
117.8302696,33.72875081,297.159,1,0
115.1584263,38.0522505,302.791,1,0
112.5108414,42.17209399,307.564,1,0
114.0841295,40.46182765,312.306,1,0
112.4185719,42.44426042,310.028,1,0
115.5656881,39.2714574,322.213,1,0
117.480927,38.31053021,334.111,1,0
119.0236113,37.51492972,326.207,1,0
121.4652581,35.75489661,311.542,1,0
119.192928,38.63826039,301.768,1,0
119.6163475,37.95836086,296.985,1,0
118.8023206,39.53921069,295.486,1,0
116.238326,44.63480472,296.064,1,0
115.2223004,46.80523618,291.704,1,0
114.9802617,47.84335519,276.126,1,0
114.9454099,48.12033014,267.051,0,1
115.039285,44.97535239,272.885,1,0
114.965671,48.50746823,272.442,1,0
114.9194349,48.63829028,289.663,1,0
114.0655946,51.55268582,280.192,1,0
114.1206979,50.5813653,262.217,0,1
114.4847131,53.31329996,262.678,0,1
114.5724743,55.41743439,272.571,1,0
114.5216094,57.98692096,271.71,1,0
115.0572751,54.19951129,284.244,1,0
115.3012474,53.25947205,291.903,1,0
116.9269144,50.20382013,303.142,1,0
115.5407354,52.86567508,292.964,1,0
116.2615092,50.74196906,285.407,1,0
116.652266,48.12781836,275.535,1,0
116.9554835,46.54256865,286.469,1,0
116.9756144,46.47125215,292.369,1,0
115.7062526,49.50593777,292.951,1,0
115.0603128,50.78073132,305.761,1,0
112.1252439,54.71033762,307.897,1,0
113.1741541,53.49613452,312.753,1,0
115.0138936,51.66069604,315.886,1,0
114.0507291,52.73759903,309.786,1,0
112.0624644,55.37159616,303.811,1,0
112.4480474,54.487328,294.022,1,0
112.5548209,54.17277695,267.589,0,1
112.3876354,53.93948489,238.062,0,1
114.0467704,57.0216373,245.694,0,1
116.0204299,62.50733481,254.938,0,1
115.9319889,60.7517522,266.55,0,1
115.8445122,58.48465134,261.499,0,1
115.7164988,57.73738675,262.572,0,1
115.7040731,57.60211179,263.165,0,1
115.7126511,57.0800242,284.816,1,0
115.5265449,57.63539893,292.308,1,0
115.9953326,56.33506683,286.245,1,0
115.8676664,56.22562454,302.215,1,0
114.6978936,57.93010114,307.587,1,0
113.2750112,60.09754309,298.358,1,0
112.7142433,60.99742657,305.102,1,0
112.2819902,61.40043314,318.529,1,0
112.1217095,61.5670376,317.64,1,0
114.1914189,59.72978613,320.654,1,0
114.4932236,59.27512387,332.787,1,0
116.0809095,58.48241885,327.557,1,0
118.8426017,56.670366,331.569,1,0
120.7660666,55.80124545,339.548,1,0
119.1711625,56.54923813,335.069,1,0
117.9738814,57.07385956,330.668,1,0
118.1574658,56.97470453,314.157,1,0
118.3190242,56.68694086,317.254,1,0
116.1399859,58.25319638,325.131,1,0
111.3087338,61.4899639,324.975,1,0
108.3040963,63.61306238,315.486,1,0
106.1181435,66.17877591,309.464,1,0
103.9896904,68.49282401,302.53,1,0
105.3311957,66.11085876,305.168,1,0
105.9248143,65.46975284,312.362,1,0
103.7998233,67.67846439,314.128,1,0
101.3817068,70.20007794,328.109,1,0
103.4748018,69.41643304,347.897,1,0
106.4574713,69.11308298,356.773,1,0
108.663338,68.96158032,344.28,1,0
109.2114631,68.69349191,339.832,1,0
110.5350458,68.3549501,344.019,1,0
114.3181979,67.12612979,344.247,1,0
116.0911799,66.7782048,352.24,1,0
118.1233179,66.61735272,0.533,1,0
117.3179557,66.64119882,357.465,1,0
114.5348307,67.20811929,340.483,1,0
112.5300948,68.07276041,328.037,1,0
114.4020389,66.75529654,316.733,1,0
114.7296353,66.43264249,300.039,1,0
114.7592651,65.49517325,281.38,1,0
115.774582,59.83573987,275.151,1,0
115.5969525,61.5728165,277.519,1,0
114.7612517,65.72532632,286.564,1,0
114.9314026,65.28642404,288.859,1,0
115.9995709,61.62967972,290.022,1,0
115.3061463,63.38302744,290.984,1,0
