Center X,Center Y,Orientation,Right,Left
89.34063903808594,36.60062188720703,222.904,0,1
88.31879351806641,35.57688864135742,228.218,0,1
88.35403588867187,35.575716949462894,228.25,0,1
89.85920190429688,37.26549314880371,225.163,0,1
90.5930523071289,37.90671841430664,214.784,0,1
89.60439990234376,37.33019657897949,206.543,0,1
87.19875732421875,36.26123385620117,200.915,0,1
84.2577528076172,35.24942848205566,197.112,0,1
81.28538262939453,34.44563217163086,192.912,0,1
80.21397164916992,34.267886993408204,187.052,0,1
77.87362799072265,34.07678790283203,182.702,0,1
76.42607980346679,34.033669158935545,181.187,0,1
78.12857946777343,34.06088568115234,180.391,0,1
75.63147500610351,34.231337921142575,178.016,0,1
72.91144290161132,34.369859146118166,178.756,0,1
74.80780694580078,34.35338795471191,182.291,0,1
77.13436514282226,34.532004669189455,189.601,0,1
78.587255859375,34.763143798828125,193.461,0,1
75.61614175415039,33.958158920288085,197.762,0,1
75.65581774902344,33.910501678466794,192.463,0,1
77.41499981689454,34.22962980651855,184.661,0,1
78.81553326416015,34.24013645935059,174.431,0,1
77.81306164550782,34.448078018188475,165.281,0,1
75.9437477722168,35.008784423828125,163.602,0,1
73.36192227172852,35.6034940032959,170.806,0,1
70.82935122680664,36.025649047851566,178.748,0,1
70.89456817626953,36.137287658691406,187.953,0,1
70.87383694458008,36.14437205505371,188.182,0,1
70.83593295288085,36.185031692504886,192.951,0,1
70.91063433837891,36.03849787902832,200.4,0,1
71.11911834716797,35.64059155273438,206.217,0,1
71.18047064208984,35.56637957763672,214.32,0,1
71.32002252197266,35.67756976318359,223.05,0,1
72.49667602539063,36.98312142944336,230.597,0,1
72.78387313842774,37.32983976745606,232.757,0,1
72.19783432006837,36.4648430480957,230.117,0,1
72.47351461791992,36.76841371154785,216.56,0,1
73.18664825439453,37.224365798950195,204.102,0,1
74.62209860229493,37.77858329772949,200.487,0,1
74.51046240234375,37.71349050903321,216.774,0,1
74.77542388916015,37.83443394470215,212.528,0,1
76.88741540527344,39.04188534545899,205.452,0,1
78.01536172485352,39.628353302001955,209.15,0,1
79.19834381103516,40.28235507202149,208.444,0,1
82.3104997253418,41.9207033996582,206.505,0,1
83.6603924560547,42.632785888671876,209.831,0,1
83.34809799194336,42.45809892272949,208.493,0,1
81.95827130126953,41.73286985778809,206.916,0,1
83.0100817565918,42.249006164550785,206.214,0,1
82.86637591552734,42.2736707611084,203.317,0,1
79.93675079345704,41.103339813232424,198.246,0,1
76.82519277954101,40.39744125366211,186.856,0,1
74.57084310913086,40.25862710571289,184.634,0,1
71.18308163452149,39.84570697021484,189.041,0,1
70.35314285278321,39.69933709716797,193.993,0,1
69.24445953369141,39.32791920471191,200.11,0,1
69.4058709411621,39.30268322753906,205.46,0,1
70.6844182434082,39.92611975097656,206.82,0,1
72.92847341918946,41.079933700561526,205.726,0,1
72.8760679321289,41.07136299133301,205.346,0,1
70.71326693725587,39.95394622802734,210.006,0,1
69.65238430786133,39.28560931396484,219.266,0,1
69.53221597290039,39.090651596069335,231.197,0,1
69.5846672668457,38.70563990783691,222.229,0,1
69.62534136962891,38.83558801269531,222.7,0,1
69.84953713989258,39.10838850402832,235.407,0,1
69.74677059936523,38.40877272033691,238.516,0,1
69.69802966308593,38.46559013366699,234.026,0,1
69.71808825683594,38.408658203125,229.927,0,1
69.85295095825195,38.19996926879883,218.881,0,1
69.95236154174805,38.2571555480957,209.585,0,1
70.18714111328126,38.394538833618164,205.776,0,1
69.76203634643555,38.21839930725098,201.887,0,1
69.8874483642578,38.29673992919922,202.149,0,1
70.80772796630859,38.69272959899902,205.717,0,1
70.66128817749023,38.45213496398926,211.689,0,1
70.07746737670898,38.112199661254884,216.651,0,1
70.9175535888672,38.794945251464846,218.65,0,1
70.60398617553712,38.55797779846191,218.364,0,1
70.04147521972656,37.751988784790036,215.057,0,1
70.04098580932617,37.815062454223636,213.533,0,1
70.04534228515625,37.838210601806644,213.309,0,1
70.0706686706543,37.82453604125977,214.971,0,1
70.02800076293946,37.86289086914063,232.81,0,1
70.08565716552735,37.978666564941406,247.649,0,1
70.08740505981446,37.90355653381348,259.022,0,1
70.49222219848633,40.16530883789063,259.609,0,1
70.78391079711915,41.711845703125,255.863,0,1
70.82720071411133,42.02089511108399,253.402,0,1
70.28198306274415,40.203479232788084,248.783,0,1
70.1056169128418,39.91084677124024,252.552,0,1
70.62321301269532,41.87825247192383,258.53,0,1
70.62855313110352,41.394449798583985,266.485,0,1
70.63690686035156,41.829741775512694,269.771,0,1
70.66617745971679,45.23268702697754,266.162,0,1
70.33451632690429,43.5361277923584,258.766,0,1
69.8380998840332,41.47606802368164,260.25,0,1
69.99574307250977,42.551718551635744,265.478,0,1
70.0465212097168,43.63346983337402,270.155,1,0
70.04575213623048,43.62436752319336,269.086,0,1
69.91014688110351,41.362764694213865,266.369,0,1
69.98027239990235,39.38685458374024,273.347,1,0
69.92163958740234,39.43527848815918,280.547,1,0
69.12859704589845,43.09942785644531,282.447,1,0
69.09694689941406,42.9949447631836,282.348,1,0
69.27393746948242,42.29944918823242,285.714,1,0
69.16768478393554,42.69257833862305,289.819,1,0
68.96848992919922,43.22703981018066,286.593,1,0
68.59995907592773,44.383949340820315,283.947,1,0
68.66728555297851,44.195674606323244,284.41,1,0
68.78606762695313,43.71017346191406,279.33,1,0
68.81124935913085,43.350473693847654,272.014,1,0
68.76116314697266,41.97742678833008,263.657,0,1
68.72526019287109,40.81096290588379,253.794,0,1
68.7665514831543,40.86272348022461,239.727,0,1
68.87135763549804,40.9839634552002,222.505,0,1
68.8375184020996,40.98531475830078,207.378,0,1
68.88726950073243,40.96541889953613,196.341,0,1
70.8808550415039,41.43042749023437,188.636,0,1
70.16582162475586,41.51021343994141,186.414,0,1
68.79477575683593,41.43756854248047,186.204,0,1
68.8552456665039,41.46967916870117,178.356,0,1
69.54089276123047,41.424962005615235,177.251,0,1
68.6569838256836,41.4765598449707,177.107,0,1
71.62639584350586,41.35217245483398,177.343,0,1
73.55959826660157,41.29097927856446,174.117,0,1
73.58850964355469,41.269322265625,174.463,0,1
70.82670889282227,41.3999779663086,182.073,0,1
68.92614508056641,41.309487670898434,179.549,0,1
69.09826083374024,41.33853405761719,173.952,0,1
70.39781661987304,41.17547721862793,168.605,0,1
71.74397006225585,40.9094115447998,164.289,0,1
71.21272109985351,41.045043319702145,164.994,0,1
71.13841268920899,41.035181579589846,183.502,0,1
70.85832046508789,40.95635154724121,197.597,0,1
69.66330081176758,40.47386401367188,209.597,0,1
69.21039126586913,40.09364517211914,228.377,0,1
69.64071078491212,40.77317704772949,241.541,0,1
70.83966983032226,43.3604005279541,248.186,0,1
70.42841320800781,41.89551805114746,254.866,0,1
70.21453604125976,40.60352401733398,258.153,0,1
70.71511849975586,43.090401489257815,255.179,0,1
70.93068569946288,43.88562106323242,272.054,1,0
70.92697775268554,43.99790217590332,282.547,1,0
