x-axis,y-axis,rotation
118.26394653320312,89.51823425292969,4.218074798583984
119.8192367553711,89.26069641113281,28.04987907409668
119.91722869873047,90.01240539550781,20.93747329711914
119.47372436523438,91.31631469726562,172.9293212890625
120.27005004882812,92.00161743164062,154.92962646484375
119.23519134521484,91.47428894042969,144.52589416503906
119.1594467163086,93.10093688964844,142.23135375976562
118.01237487792969,92.85870361328125,142.99465942382812
116.01100158691406,93.5091552734375,155.55783081054688
114.5,93.5,4.457247257232666
114.08233642578125,94.54719543457031,18.381383895874023
116.8671875,95.22457885742188,23.48299789428711
117.0,96.5,32.16679382324219
117.78428649902344,97.42251586914062,38.311668395996094
117.5535888671875,98.08734130859375,35.146541595458984
117.34982299804688,96.25077819824219,23.804500579833984
117.62865447998047,94.2957763671875,6.826094627380371
119.33816528320312,93.61604309082031,169.44723510742188
119.43157196044922,92.9136962890625,152.40890502929688
119.708251953125,92.00302124023438,147.37576293945312
119.4063491821289,90.9613037109375,141.82058715820312
120.01593780517578,90.28927612304688,144.62158203125
119.99813079833984,89.47454833984375,153.95175170898438
120.708251953125,89.00302124023438,147.37576293945312
120.84761047363281,88.2933349609375,140.11924743652344
121.26174926757812,87.75459289550781,143.29696655273438
121.32081604003906,87.96533203125,147.02224731445312
121.708251953125,88.00302124023438,147.37576293945312
120.00543212890625,87.84584045410156,128.21945190429688
117.95429992675781,87.42323303222656,118.86332702636719
116.38944244384766,86.07591247558594,108.99227142333984
115.311767578125,86.00978088378906,104.03739166259766
113.53626251220703,85.16873168945312,96.0512466430664
112.70384216308594,84.13992309570312,81.97622680664062
111.63045501708984,83.08335876464844,71.60806274414062
110.5,83.0,61.93852996826172
109.98421478271484,81.91384887695312,52.992637634277344
109.6602554321289,81.71658325195312,57.981346130371094
109.62930297851562,79.72312927246094,47.519775390625
111.01016998291016,78.05596923828125,22.06259536743164
112.72035217285156,76.47369384765625,167.45870971679688
111.85592651367188,75.77162170410156,154.40798950195312
111.3905258178711,75.99502563476562,146.57664489746094
110.42124938964844,76.44615173339844,142.31350708007812
110.7042465209961,76.41123962402344,132.84173583984375
109.99456787109375,77.15415954589844,128.21945190429688
110.3973388671875,78.10646057128906,141.84397888183594
109.42647552490234,78.05146789550781,155.334228515625
109.06866455078125,78.78330993652344,170.71084594726562
108.09735870361328,80.15756225585938,163.86598205566406
106.35060119628906,80.36721801757812,152.94053649902344
105.2297592163086,80.64045715332031,150.29197692871094
104.41765594482422,80.91389465332031,143.90170288085938
103.51122283935547,81.40718078613281,134.4903106689453
101.56004333496094,81.17146301269531,125.47138214111328
101.26374053955078,80.17213439941406,123.94784545898438
103.06111907958984,80.49913024902344,125.07231903076172
103.40200805664062,79.62538146972656,120.19681549072266
103.87902069091797,79.54159545898438,118.73895263671875
104.73382568359375,79.6800537109375,118.76679992675781
106.26374053955078,79.17213439941406,123.94784545898438
107.33073425292969,78.7562255859375,120.66405487060547
108.53346252441406,77.77549743652344,111.93476104736328
110.5,79.0,109.82853698730469
112.22303009033203,79.29998779296875,109.14849090576172
114.4451675415039,79.96876525878906,104.46507263183594
115.53680419921875,80.58750915527344,100.52731323242188
116.9447021484375,81.08247375488281,86.34596252441406
118.30508422851562,82.62548828125,78.83331298828125
118.82685852050781,82.99058532714844,74.81031799316406
117.37934875488281,81.92062377929688,73.03022766113281
117.39523315429688,80.61248779296875,66.45575714111328
116.97801971435547,78.7872314453125,65.00810241699219
117.77748107910156,77.43382263183594,67.1420669555664
117.43008422851562,76.79917907714844,67.6021499633789
116.69593048095703,75.46868896484375,65.6849136352539
115.99581146240234,75.99526977539062,66.5818862915039
115.68145751953125,75.19790649414062,67.0089111328125
115.66107177734375,73.33985900878906,62.616214752197266
113.76085662841797,72.48233032226562,41.460052490234375
113.63462829589844,72.78681945800781,27.595705032348633
112.74154663085938,72.45909118652344,22.645151138305664
112.7877426147461,71.53916931152344,23.180356979370117
113.36634063720703,71.76499938964844,17.754730224609375
113.66790008544922,72.94184875488281,21.819597244262695
114.69703674316406,74.07359313964844,26.983795166015625
113.76554107666016,74.46330261230469,23.44952392578125
114.17261505126953,75.49923706054688,20.52770233154297
115.0,76.0,21.30691146850586
114.66393280029297,76.42704772949219,13.682379722595215
113.09638977050781,77.0643310546875,3.3381457328796387
111.97416687011719,78.18841552734375,174.8680877685547
111.95713806152344,78.67092895507812,178.0176544189453
110.930908203125,78.70909118652344,176.91123962402344
109.05484008789062,80.21994018554688,4.339200496673584
107.79198455810547,80.83772277832031,9.496807098388672
106.6241226196289,81.85304260253906,9.658361434936523
107.12715911865234,81.88081359863281,1.8229385614395142
107.5,81.0,165.9813690185547
107.46353912353516,79.80072021484375,147.62672424316406
106.20000457763672,79.59605407714844,140.4544219970703
106.70286560058594,78.94430541992188,130.9994659423828
108.84284973144531,79.18418884277344,122.14421844482422
110.03511047363281,78.515380859375,119.74964141845703
110.7564468383789,77.97795104980469,121.40475463867188
110.91400909423828,78.04273986816406,115.01791381835938
112.30677795410156,77.14373779296875,106.6944580078125
113.36751556396484,77.57861328125,99.4842758178711
114.0,77.5,98.24813842773438
115.0,78.0,94.14386749267578
116.15187072753906,78.53334045410156,89.92244720458984
115.93047332763672,77.41651916503906,84.54656219482422
115.68278503417969,76.61955261230469,79.5674057006836
115.84242248535156,74.60470581054688,69.30122375488281
115.3685073852539,74.12033081054688,64.26261901855469
114.63387298583984,73.71781921386719,58.65258026123047
112.8292236328125,73.504638671875,53.19347381591797
112.84657287597656,72.78274536132812,46.01673126220703
113.00716400146484,71.46049499511719,40.292518615722656
112.291748046875,71.00302124023438,32.624237060546875
