Center X,Center Y,Orientation,Right,Left
103.54725860595703,41.26401951599121,39.5,1,0
101.32338256835938,39.453389083862305,39.988,1,0
100.04195666503907,38.39295608520508,38.168,1,0
99.25954614257813,37.81390763854981,40.589,1,0
99.99263470458985,38.47900552368164,46.156,1,0
101.45298229980469,39.789362091064454,38.586,1,0
103.65002996826172,41.272555267333985,31.533,1,0
108.08902569580079,43.983756286621094,31.6,1,0
108.48445001220703,44.070818298339844,36.417,1,0
107.19181829833984,43.085162628173826,31.252,1,0
107.03950317382812,42.9961188659668,21.213,1,0
107.08420104980469,43.013766571044926,26.019,1,0
108.33266046142579,43.728675827026365,30.758,1,0
110.84264147949219,45.357422790527345,34.237,1,0
113.09480206298828,46.98033660888672,34.695,1,0
115.32459442138672,48.576921112060546,34.755,1,0
118.78755151367187,51.15734106445313,36.546,1,0
118.96197930908204,51.59855297851563,27.508,1,0
117.23822766113281,50.799025146484375,23.22,1,0
117.0285140991211,50.699937622070316,28.863,1,0
118.01853106689454,51.35694818115235,33.831,1,0
118.99132946777344,52.03157992553711,36.125,1,0
117.1776854248047,50.67065496826172,34.85,1,0
115.4016416015625,49.492017303466795,25.517,1,0
115.06472473144531,49.29449078369141,16.227,1,0
117.38647802734376,49.90752673339844,10.137,1,0
119.97161126708984,50.31674615478516,5.466,1,0
123.05575988769532,50.57610232543945,1.362,1,0
124.52930950927734,50.57546343994141,356.57,1,0
126.11556817626953,50.41267782592774,351.071,1,0
128.19914978027344,50.03933483886719,349.261,1,0
126.54256549072265,50.32893801879883,348.272,1,0
127.33662542724609,50.032410766601565,346.496,1,0
130.95878314208986,49.17483837890625,348.079,1,0
129.62154516601564,49.404436950683596,350.297,1,0
127.21508288574219,49.74934832763672,356.306,1,0
124.381025390625,49.769889099121094,0.539,1,0
126.48942950439454,49.842533996582034,4.397,1,0
127.81290130615234,50.01759585571289,3.351,1,0
126.21046075439453,49.93343173217774,356.907,1,0
124.55502886962891,50.134429931640625,346.514,1,0
123.92575799560547,50.21834091186523,335.727,1,0
125.04468518066406,49.588329895019534,329.275,1,0
127.08982275390625,48.57911019897461,336.252,1,0
129.44293688964845,47.75010684204101,344.276,1,0
132.07273907470704,47.197685455322265,351.189,1,0
134.54680749511718,46.67982174682617,344.641,1,0
135.4403310546875,46.40701522827148,344.789,1,0
136.859630859375,46.153237854003905,352.715,1,0
138.9581455078125,46.01427905273437,1.127,1,0
138.9545291748047,46.16049462890625,8.04,1,0
138.94888287353515,46.206925933837894,19.515,1,0
137.65810272216797,45.604008483886716,27.177,1,0
136.0806968383789,44.741852996826175,30.695,1,0
136.81711724853517,45.19201171875,32.905,1,0
136.97026654052735,45.273613067626954,21.196,1,0
136.17393072509765,45.04012091064453,8.611,1,0
134.69126312255858,44.93181414794922,357.068,1,0
133.39217987060547,45.002513458251954,10.257,1,0
133.5865746459961,45.03787637329101,16.258,1,0
131.38253057861328,44.53811361694336,6.58,1,0
129.3450114135742,44.2959326171875,7.728,1,0
128.35653259277345,44.10854147338867,9.666,1,0
125.02212890625,43.55570541381836,6.816,1,0
122.13851318359374,43.17570355224609,8.341,1,0
121.38493206787109,43.03382034301758,8.975,1,0
122.65400457763673,43.251350006103515,6.653,1,0
122.692091796875,43.25983633422852,6.448,1,0
121.20585125732423,43.03070788574219,3.274,1,0
123.58521032714845,43.12348852539063,359.517,1,0
126.33443829345703,42.94873284912109,350.044,1,0
128.4160092163086,42.3218113861084,341.642,1,0
130.87038067626952,41.595950668334964,345.615,1,0
132.89332843017579,41.152566543579105,350.558,1,0
133.07907775878905,41.16526348876953,354.9,1,0
135.74598352050782,41.11180926513672,3.353,1,0
136.3030482788086,41.077832611083984,6.575,1,0
132.8597688598633,40.72040269470215,6.25,1,0
132.19386694335938,40.64589297485352,4.669,1,0
133.07637756347657,40.75196363830567,7.62,1,0
135.7029105834961,41.2142852935791,14.531,1,0
135.68784735107423,41.212455429077146,27.492,1,0
136.2909600830078,41.543985168457034,29.667,1,0
138.08836920166016,42.619646545410156,28.609,1,0
137.34186645507813,42.13255059814453,40.134,1,0
137.5283438720703,42.487112762451176,48.14,1,0
138.53782153320313,43.90213444519043,52.095,1,0
138.6374153442383,44.2537926940918,50.758,1,0
138.90801831054688,45.214296768188476,44.784,1,0
139.12558654785155,46.14006234741211,34.713,1,0
139.0135477294922,45.81600274658203,33.555,1,0
139.06914282226563,46.07265631103515,29.734,1,0
139.10237451171875,46.2950029296875,22.394,1,0
138.4996860961914,45.461392364501954,25.442,1,0
137.70238592529296,45.16010119628906,29.615,1,0
138.98021478271485,46.073632720947266,36.033,1,0
138.29743182373048,45.514419860839844,38.864,1,0
137.09270111083984,44.39595315551758,37.621,1,0
139.05966802978514,46.18902990722656,36.866,1,0
139.11593334960938,46.450343719482426,34.354,1,0
139.26193676757813,46.975760742187504,29.695,1,0
139.41912188720704,47.688682220458986,18.01,1,0
138.97418273925783,47.08806958007813,28.632,1,0
138.80682366943358,46.95372280883789,45.72,1,0
138.63901135253906,46.79463790893555,58.211,1,0
137.82514355468751,45.223438858032225,60.866,1,0
136.63930938720702,43.0187100982666,58.92,1,0
136.3162406616211,42.53724839782715,55.415,1,0
136.78781048583986,43.14661135864258,51.343,1,0
137.7302943725586,44.29405332946777,50.307,1,0
136.7001650390625,42.99561981201172,57.205,1,0
136.08027252197266,42.0590739440918,64.014,1,0
136.38676397705078,42.634456634521484,71.064,1,0
135.4379298095703,39.712439071655275,69.967,1,0
135.29305950927736,38.27513595581055,62.531,1,0
136.7315982055664,40.96642303466797,58.332,1,0
136.3842180786133,40.295070098876955,64.203,1,0
135.92314044189453,39.23466723632813,69.287,1,0
135.54638604736328,38.02601762390137,71.979,1,0
136.0486561279297,39.450406814575196,68.705,1,0
136.72281774902345,41.45395414733887,72.136,1,0
136.9851610107422,42.501895126342774,78.757,1,0
136.5887530517578,39.69625477600098,82.109,1,0
136.38986437988282,37.43426741027832,81.93,1,0
136.514931640625,38.55408180236817,83.569,1,0
136.4816565551758,38.38508694458008,88.748,1,0
136.51778131103515,37.45409576416016,88.016,1,0
136.4396878051758,36.754277465820316,84.712,1,0
136.34905285644533,36.46185113525391,85.85,1,0
136.35981024169922,36.48817080688477,84.163,1,0
136.360943359375,36.4051301574707,77.834,1,0
136.7219208984375,37.55537840270996,70.193,1,0
137.00920721435546,38.37415838623047,61.082,1,0
136.87166119384767,38.15179248046875,49.377,1,0
136.6525210571289,37.89565002441406,33.484,1,0
136.36407751464844,37.70203517150879,17.593,1,0
136.64964727783203,37.759994140625004,4.337,1,0
134.93045220947266,37.7098777923584,356.644,1,0
